137,119,318.06,274.63,20.00,20.00,1,-1,-1,-1
137,120,258.28,330.69,20.00,20.00,1,-1,-1,-1
138,116,463.97,538.61,20.00,20.00,1,-1,-1,-1
138,118,522.58,476.34,20.00,20.00,1,-1,-1,-1
138,119,320.11,272.84,20.00,20.00,1,-1,-1,-1
138,120,256.94,331.24,20.00,20.00,1,-1,-1,-1
139,116,462.93,539.38,20.00,20.00,1,-1,-1,-1
139,118,523.26,474.27,20.00,20.00,1,-1,-1,-1
139,119,322.11,271.62,20.00,20.00,1,-1,-1,-1
139,120,255.85,332.08,20.00,20.00,1,-1,-1,-1
140,116,461.93,540.27,20.00,20.00,1,-1,-1,-1
140,118,524.14,473.60,20.00,20.00,1,-1,-1,-1
140,119,322.72,271.28,20.00,20.00,1,-1,-1,-1
140,120,254.84,333.02,20.00,20.00,1,-1,-1,-1
141,116,460.93,541.88,20.00,20.00,1,-1,-1,-1
141,118,524.40,472.74,20.00,20.00,1,-1,-1,-1
141,119,323.52,271.24,20.00,20.00,1,-1,-1,-1
141,120,253.86,334.00,20.00,20.00,1,-1,-1,-1
141,131,442.20,119.18,20.00,20.00,1,-1,-1,-1
142,116,459.94,541.75,20.00,20.00,1,-1,-1,-1
142,118,525.13,472.49,20.00,20.00,1,-1,-1,-1
142,119,324.41,270.62,20.00,20.00,1,-1,-1,-1
142,120,252.87,335.67,20.00,20.00,1,-1,-1,-1
142,131,441.17,112.09,20.00,20.00,1,-1,-1,-1
142,133,682.79,354.81,20.00,20.00,1,-1,-1,-1
143,116,459.62,542.31,20.00,20.00,1,-1,-1,-1
143,118,526.03,471.10,20.00,20.00,1,-1,-1,-1
143,119,325.34,269.78,20.00,20.00,1,-1,-1,-1
143,120,252.57,335.57,20.00,20.00,1,-1,-1,-1
143,131,440.12,106.34,20.00,20.00,1,-1,-1,-1
143,133,688.29,355.88,20.00,20.00,1,-1,-1,-1
144,116,458.87,543.81,20.00,20.00,1,-1,-1,-1
144,118,526.32,469.97,20.00,20.00,1,-1,-1,-1
144,119,325.62,269.52,20.00,20.00,1,-1,-1,-1
144,120,251.83,336.16,20.00,20.00,1,-1,-1,-1
144,131,438.38,101.79,20.00,20.00,1,-1,-1,-1
144,133,693.55,356.92,20.00,20.00,1,-1,-1,-1
144,135,254.98,420.02,20.00,20.00,1,-1,-1,-1
144,137,374.42,540.80,20.00,20.00,1,-1,-1,-1
145,116,457.97,544.32,20.00,20.00,1,-1,-1,-1
145,118,526.39,470.26,20.00,20.00,1,-1,-1,-1
145,119,326.33,269.47,20.00,20.00,1,-1,-1,-1
145,120,250.93,337.01,20.00,20.00,1,-1,-1,-1
145,131,437.81,97.66,20.00,20.00,1,-1,-1,-1
145,133,697.97,357.94,20.00,20.00,1,-1,-1,-1
145,135,254.19,412.54,20.00,20.00,1,-1,-1,-1
145,137,382.18,541.83,20.00,20.00,1,-1,-1,-1
146,116,457.67,544.47,20.00,20.00,1,-1,-1,-1
146,118,527.05,469.75,20.00,20.00,1,-1,-1,-1
146,119,326.54,268.17,20.00,20.00,1,-1,-1,-1
146,120,250.64,337.29,20.00,20.00,1,-1,-1,-1
146,131,436.97,94.34,20.00,20.00,1,-1,-1,-1
146,133,701.40,358.26,20.00,20.00,1,-1,-1,-1
146,135,253.95,405.12,20.00,20.00,1,-1,-1,-1
146,137,390.45,542.14,20.00,20.00,1,-1,-1,-1
147,116,457.59,544.48,20.00,20.00,1,-1,-1,-1
147,118,527.27,469.60,20.00,20.00,1,-1,-1,-1
147,119,326.57,268.38,20.00,20.00,1,-1,-1,-1
147,120,250.57,337.36,20.00,20.00,1,-1,-1,-1
147,131,436.02,90.62,20.00,20.00,1,-1,-1,-1
147,133,704.49,359.02,20.00,20.00,1,-1,-1,-1
147,135,253.88,397.13,20.00,20.00,1,-1,-1,-1
147,137,398.03,542.92,20.00,20.00,1,-1,-1,-1
